id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. of pub. (2000-2018)>	score<Avg. pub. year>
412	412	"<table><tr><td>Meso-level field:</td><td>412</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Journals:</td><td>applied clay science; clays and clay minerals; clay minerals; journal of colloid and interface science; american mineralogist</td></tr><tr><td>Terms:</td><td>smectite; mg al; pica; zn al; clay mineral</td></tr></table>"	0.7377	-0.269	3	746	362597	21084	2010.3051
413	413	"<table><tr><td>Meso-level field:</td><td>413</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of human lactation; breastfeeding medicine; maternal and child nutrition; journal of nutrition; public health nutrition</td></tr><tr><td>Terms:</td><td>necrotizing enterocolitis; exclusive breastfeeding; food insecurity; human milk; severe acute malnutrition</td></tr></table>"	-0.6364	0.2547	2	705	280020	21068	2011.6874
414	414	"<table><tr><td>Meso-level field:</td><td>414</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of the american chemical society; chemical physics letters; chemistry-a european journal; chemical communications; journal of organic chemistry</td></tr><tr><td>Terms:</td><td>fullerite c; endohedral metallofullerene; graphyne; sc3nc; 60fullerene</td></tr></table>"	0.8056	-0.3974	3	670	315879	21027	2008.6347
415	415	"<table><tr><td>Meso-level field:</td><td>415</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>childs nervous system; journal of neurosurgery; journal of neurosurgery-pediatrics; neurosurgery; world neurosurgery</td></tr><tr><td>Terms:</td><td>idiopathic intracranial hypertension; endoscopic third ventriculostomy; cerebral venous thrombosis; chiari; syringomyelia</td></tr></table>"	-0.9249	0.0772	2	667	124832	20972	2009.9125
416	416	"<table><tr><td>Meso-level field:</td><td>416</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of experimental biology; plos one; journal of insect physiology; insect biochemistry and molecular biology; journal of comparative physiology a-neuroethology sensory neural and behavioral physiology</td></tr><tr><td>Terms:</td><td>odorant binding protein; antennal lobe; mushroom body; chemosensory protein; cicadidae</td></tr></table>"	-0.1276	-0.0306	2	737	348139	20947	2009.944
417	417	"<table><tr><td>Meso-level field:</td><td>417</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>isis; british journal for the history of science; history of psychiatry; studies in history and philosophy of science; journal of the history of biology</td></tr><tr><td>Terms:</td><td>kepler; copernicus; emil kraepelin; mendel; antikythera mechanism</td></tr></table>"	-0.2537	0.8937	1	763	62400	20751	2010.0791
418	418	"<table><tr><td>Meso-level field:</td><td>418</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>acm transactions on graphics; computer graphics forum; ieee transactions on visualization and computer graphics; computer-aided design; visual computer</td></tr><tr><td>Terms:</td><td>subdivision surface; tool path generation; tool path; axis machining; axis flank milling</td></tr></table>"	0.8813	0.3999	5	722	104311	20682	2010.2498
419	419	"<table><tr><td>Meso-level field:</td><td>419</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>mechanical systems and signal processing; journal of sound and vibration; journal of wind engineering and industrial aerodynamics; engineering structures; shock and vibration</td></tr><tr><td>Terms:</td><td>induction motor; fault diagnosis; structural damage detection; element bearing; empirical mode decomposition</td></tr></table>"	0.9791	0.2122	3	677	143537	20638	2011.8985
420	420	"<table><tr><td>Meso-level field:</td><td>420</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>intelligence; applied psychological measurement; structural equation modeling-a multidisciplinary journal; educational and psychological measurement; psychometrika</td></tr><tr><td>Terms:</td><td>flynn effect; computerized adaptive; polytomous item; mail survey; memory malingering</td></tr></table>"	-0.4686	0.6609	1	718	336710	20617	2010.5533
421	421	"<table><tr><td>Meso-level field:</td><td>421</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of neurosurgery; neurosurgery; world neurosurgery; otology & neurotology; acta neurochirurgica</td></tr><tr><td>Terms:</td><td>trigeminal neuralgia; microvascular decompression; hemifacial spasm; palsy; vestibular schwannoma</td></tr></table>"	-0.9788	-0.1302	2	675	137355	20605	2009.9614
422	422	"<table><tr><td>Meso-level field:</td><td>422</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>optics express; biophysical journal; journal of biomedical optics; plos one; scientific reports</td></tr><tr><td>Terms:</td><td>coherent anti stokes raman; second harmonic generation; green fluorescent protein chromophore; fluorescence correlation spectroscopy; multiphoton microscopy</td></tr></table>"	-0.0533	-0.2949	3	760	560433	20598	2011.1954
423	423	"<table><tr><td>Meso-level field:</td><td>423</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>muscle & nerve; neurology; journal of neuroimmunology; journal of neurology; journal of neurology neurosurgery and psychiatry</td></tr><tr><td>Terms:</td><td>guillain barre syndrome; multifocal motor neuropathy; limbic encephalitis; poems syndrome; lambert eaton myasthenic syndrome</td></tr></table>"	-0.742	-0.093	2	677	222565	20486	2009.7963
424	424	"<table><tr><td>Meso-level field:</td><td>424</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>carbohydrate research; tetrahedron letters; journal of organic chemistry; organic letters; tetrahedron</td></tr><tr><td>Terms:</td><td>o antigen; abo blood group; o polysaccharide; glycosidase inhibitor; iminosugar</td></tr></table>"	0.0491	-0.4649	3	704	348407	20340	2008.5546
425	425	"<table><tr><td>Meso-level field:</td><td>425</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of virology; veterinary microbiology; virology; archives of virology; virus research</td></tr><tr><td>Terms:</td><td>porcine circovirus type; respiratory syndrome virus; porcine reproductive; human parvovirus; pcv2</td></tr></table>"	-0.5083	-0.3903	2	715	213108	20131	2009.6433
426	426	"<table><tr><td>Meso-level field:</td><td>426</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of veterinary internal medicine; javma-journal of the american veterinary medical association; journal of small animal practice; veterinary radiology & ultrasound; journal of feline medicine and surgery</td></tr><tr><td>Terms:</td><td>bitch; hyperadrenocorticism; myxomatous mitral valve disease; tasmanian devil; spinal cord infarction</td></tr></table>"	-0.9124	-0.0978	4	656	154152	20065	2009.6707
427	427	"<table><tr><td>Meso-level field:</td><td>427</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>ieee transactions on dielectrics and electrical insulation; ieee transactions on power delivery; journal of electrostatics; journal of geophysical research-atmospheres; electric power systems research</td></tr><tr><td>Terms:</td><td>power transformer; partial discharge; lightning; oil; sprite</td></tr></table>"	0.9876	-0.0571	3	666	95280	20016	2010.9386
428	428	"<table><tr><td>Meso-level field:</td><td>428</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biomedical optics; optics express; applied optics; optics letters; biomedical optics express</td></tr><tr><td>Terms:</td><td>diffuse optical tomography; photoacoustic tomography; turbid medium; bioluminescence tomography; random laser</td></tr></table>"	0.3943	-0.1232	3	758	259191	19992	2010.9024
429	429	"<table><tr><td>Meso-level field:</td><td>429</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>linear algebra and its applications; journal of mathematical analysis and applications; journal of inequalities and applications; journal of functional analysis; proceedings of the american mathematical society</td></tr><tr><td>Terms:</td><td>hyers ulam stability; quadratic functional equation; fourier algebra; hermite hadamard type inequality; generalized derivation</td></tr></table>"	1.3129	0.3458	5	496	28087	19982	2010.7407
430	430	"<table><tr><td>Meso-level field:</td><td>430</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>ultramicroscopy; journal of vacuum science & technology b; microelectronic engineering; journal of structural biology; microscopy and microanalysis</td></tr><tr><td>Terms:</td><td>cryo electron microscopy; cryo em; electron tomography; nm lithography; focused electron beam</td></tr></table>"	0.983	-0.2592	3	739	260242	19929	2009.163
431	431	"<table><tr><td>Meso-level field:</td><td>431</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>food additives and contaminants part a-chemistry analysis control exposure & risk assessment; food control; journal of agricultural and food chemistry; toxins; international journal of food microbiology</td></tr><tr><td>Terms:</td><td>deoxynivalenol; ochratoxin; zearalenone; aflatoxin m; fumonisin</td></tr></table>"	-0.093	-0.2673	4	734	227666	19913	2010.6764
432	432	"<table><tr><td>Meso-level field:</td><td>432</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; biochemical and biophysical research communications; plos one; journal of lipid research; ppar research</td></tr><tr><td>Terms:</td><td>fatty acid binding protein; perilipin; pro12ala polymorphism; fatty acid synthase; stearoyl coa desaturase</td></tr></table>"	-0.651	-0.124	2	730	674076	19897	2009.5672
433	433	"<table><tr><td>Meso-level field:</td><td>433</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>lecture notes in computer science; lecture notes in artificial intelligence; expert systems with applications; speech communication; ieee transactions on audio speech and language processing</td></tr><tr><td>Terms:</td><td>speaker verification; recommender system; automatic speech recognition; sentiment analysis; voice conversion</td></tr></table>"	0.6159	0.5963	5	705	119016	19855	2010.9151
434	434	"<table><tr><td>Meso-level field:</td><td>434</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of telemedicine and telecare; telemedicine and e-health; journal of medical internet research; journal of health communication; patient education and counseling</td></tr><tr><td>Terms:</td><td>teledermatology; health literacy; telemedicine; telepsychiatry; online health information</td></tr></table>"	-0.6729	0.4253	2	683	244523	19828	2011.7641
435	435	"<table><tr><td>Meso-level field:</td><td>435</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of the american oil chemists society; journal of agricultural and food chemistry; food chemistry; european journal of lipid science and technology; grasas y aceites</td></tr><tr><td>Terms:</td><td>virgin olive oil; oleuropein; hydroxytyrosol; mcpd; nut consumption</td></tr></table>"	-0.1083	-0.2354	4	736	310566	19755	2010.9372
436	436	"<table><tr><td>Meso-level field:</td><td>436</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of alternative and complementary medicine; evidence-based complementary and alternative medicine; complementary therapies in medicine; bmc complementary and alternative medicine; acupuncture in medicine</td></tr><tr><td>Terms:</td><td>acupuncture; alternative medicine use; complementary; transcutaneous electrical nerve stimulation; homeopathy</td></tr></table>"	-0.5999	0.1379	2	769	270557	19733	2009.9563
437	437	"<table><tr><td>Meso-level field:</td><td>437</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>injury-international journal of the care of the injured; journal of orthopaedic trauma; journal of pediatric orthopaedics; journal of shoulder and elbow surgery; journal of bone and joint surgery-american volume</td></tr><tr><td>Terms:</td><td>radial head; distal bicep; distal humerus; treacher collins syndrome; fibrodysplasia ossificans progressiva</td></tr></table>"	-0.8583	0.1995	2	674	132738	19721	2010.115
438	438	"<table><tr><td>Meso-level field:</td><td>438</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of urology; urology; bju international; european urology; journal of endourology</td></tr><tr><td>Terms:</td><td>advanced renal cell carcinoma; small renal mass; birt hogg dube syndrome; nephron sparing surgery; laparoscopic partial nephrectomy</td></tr></table>"	-0.9073	-0.2272	2	661	276371	19603	2011.0117
439	439	"<table><tr><td>Meso-level field:</td><td>439</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>chemico-biological interactions; toxicology; environmental health perspectives; toxicology letters; toxicology and applied pharmacology</td></tr><tr><td>Terms:</td><td>sulfur mustard; butyrylcholinesterase; huperzine; organophosphate poisoning; soman</td></tr></table>"	-0.215	-0.1435	2	755	348338	19547	2010.155
440	440	"<table><tr><td>Meso-level field:</td><td>440</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of the acoustical society of america; journal of sound and vibration; applied acoustics; acta acustica united with acustica; noise control engineering journal</td></tr><tr><td>Terms:</td><td>road traffic noise; annoyance; dimensional phononic crystal; acoustic metamaterial; environmental noise</td></tr></table>"	1.0171	0.0904	3	700	115746	19486	2011.1128
441	441	"<table><tr><td>Meso-level field:</td><td>441</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>anaesthesia; anesthesia and analgesia; british journal of anaesthesia; canadian journal of anesthesia-journal canadien d anesthesie; pediatric anesthesia</td></tr><tr><td>Terms:</td><td>difficult airway; glidescope; macintosh laryngoscope; percutaneous tracheostomy; spontaneous pneumomediastinum</td></tr></table>"	-0.9385	0.1592	2	621	76761	19458	2009.694
442	442	"<table><tr><td>Meso-level field:</td><td>442</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>isij international; metallurgical and materials transactions b-process metallurgy and materials processing science; journal of crystal growth; ironmaking & steelmaking; steel research international</td></tr><tr><td>Terms:</td><td>blast furnace; iron ore; metallurgical grade silicon; continuous casting mold; liquid bridge</td></tr></table>"	1.0753	-0.2005	3	655	81572	19390	2009.8427
443	443	"<table><tr><td>Meso-level field:</td><td>443</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Journals:</td><td>minerals engineering; hydrometallurgy; international journal of mineral processing; transactions of nonferrous metals society of china; applied geochemistry</td></tr><tr><td>Terms:</td><td>chalcopyrite; bioleaching; nanobubble; acidithiobacillus ferrooxidan; galena</td></tr></table>"	0.677	-0.167	3	720	199244	19347	2010.6747
444	444	"<table><tr><td>Meso-level field:</td><td>444</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; plos one; cancer research; oncogene; oncotarget</td></tr><tr><td>Terms:</td><td>renal angiomyolipoma; tuberous sclerosis complex; lymphangioleiomyomatosis; pecoma; cowden syndrome</td></tr></table>"	-0.7475	-0.2442	2	706	719990	19299	2010.7927
445	445	"<table><tr><td>Meso-level field:</td><td>445</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>ieee transactions on applied superconductivity; physica c-superconductivity and its applications; superconductor science & technology; fusion engineering and design; cryogenics</td></tr><tr><td>Terms:</td><td>coated conductor; ac loss; tape; critical current density; ybco film</td></tr></table>"	1.2266	-0.1867	3	548	49444	19244	2009.5468
446	446	"<table><tr><td>Meso-level field:</td><td>446</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>blood; british journal of haematology; amyloid-journal of protein folding disorders; leukemia & lymphoma; leukemia</td></tr><tr><td>Terms:</td><td>cardiac amyloidosis; extramedullary plasmacytoma; familial amyloidotic polyneuropathy; immunoglobulin light chain amyloidosis; refractory multiple myeloma</td></tr></table>"	-0.7885	-0.3023	2	672	248676	19154	2010.3458
447	447	"<table><tr><td>Meso-level field:</td><td>447</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of crystal growth; dyes and pigments; chemical physics letters; spectrochimica acta part a-molecular and biomolecular spectroscopy; journal of chemical physics</td></tr><tr><td>Terms:</td><td>kdp crystal; photon absorption property; photon polymerization; z scan technique; crystalline perfection</td></tr></table>"	0.8206	-0.3845	3	687	267473	19093	2009.2633
448	448	"<table><tr><td>Meso-level field:</td><td>448</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>bone marrow transplantation; biology of blood and marrow transplantation; blood; tissue antigens; transfusion</td></tr><tr><td>Terms:</td><td>paroxysmal nocturnal hemoglobinuria; hla system; granulocyte transfusion; hepatic veno occlusive disease; cord blood unit</td></tr></table>"	-0.775	-0.3112	2	692	272221	19000	2009.4419
449	449	"<table><tr><td>Meso-level field:</td><td>449</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>laryngoscope; otolaryngology-head and neck surgery; rhinology; international forum of allergy & rhinology; journal of craniofacial surgery</td></tr><tr><td>Terms:</td><td>endoscopic sinus surgery; chronic rhinosinusitis; rhinoplasty; esthesioneuroblastoma; juvenile nasopharyngeal angiofibroma</td></tr></table>"	-0.9563	-0.0734	2	676	116846	18985	2010.4042
450	450	"<table><tr><td>Meso-level field:</td><td>450</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>physical review b; journal of physics-condensed matter; physical review letters; journal of applied physics; journal of chemical physics</td></tr><tr><td>Terms:</td><td>shock compression; diamond anvil cell; dense hydrogen; solid oxygen; megabar pressure</td></tr></table>"	1.0932	-0.2809	3	709	279141	18867	2010.6237
451	451	"<table><tr><td>Meso-level field:</td><td>451</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>archives of virology; virology; journal of virology; virus research; journal of general virology</td></tr><tr><td>Terms:</td><td>coat protein; potyviruse; grapevine leafroll; viroid; citrus tristeza virus</td></tr></table>"	-0.0614	-0.2011	4	686	250860	18806	2009.8189
452	452	"<table><tr><td>Meso-level field:</td><td>452</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>biology of reproduction; plos one; endocrinology; molecular and cellular endocrinology; reproduction</td></tr><tr><td>Terms:</td><td>persistent mullerian duct syndrome; turner syndrome; dax; adrenal hypoplasia congenita; pirna</td></tr></table>"	-0.7083	-0.1834	2	700	455829	18799	2010.0813
453	453	"<table><tr><td>Meso-level field:</td><td>453</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>music perception; early music; journal of new music research; journal of research in music education; frontiers in psychology</td></tr><tr><td>Terms:</td><td>mozart; congenital amusia; music education; handel; beethoven</td></tr></table>"	-0.4525	0.6297	1	656	136390	18720	2010.4612
454	454	"<table><tr><td>Meso-level field:</td><td>454</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>journal of algebra; discrete mathematics; communications in algebra; designs codes and cryptography; ars combinatoria</td></tr><tr><td>Terms:</td><td>block size; distance regular graph; cyclic code; self dual code; association scheme</td></tr></table>"	1.3228	0.3594	5	513	16386	18719	2009.6624
455	455	"<table><tr><td>Meso-level field:</td><td>455</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>crystal growth & design; journal of crystal growth; chemical engineering science; industrial & engineering chemistry research; crystengcomm</td></tr><tr><td>Terms:</td><td>nacre; amorphous calcium carbonate; calcite; metastable zone width; diatom</td></tr></table>"	0.7328	-0.2346	3	742	333771	18707	2010.5317
456	456	"<table><tr><td>Meso-level field:</td><td>456</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>international journal of hydrogen energy; journal of alloys and compounds; journal of physical chemistry c; fusion science and technology; journal of power sources</td></tr><tr><td>Terms:</td><td>ammonia borane; hydrogen storage property; bh4; mgh2; hydrogen generation</td></tr></table>"	0.9587	-0.3434	3	580	144504	18652	2010.1708
457	457	"<table><tr><td>Meso-level field:</td><td>457</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>zootaxa; zookeys; coleopterists bulletin; odonatologica; cretaceous research</td></tr><tr><td>Terms:</td><td>scydmaeninae; dolichopodidae; mycetophilidae; pselaphinae; aleocharinae</td></tr></table>"	0.0692	0.0039	4	658	98938	18574	2011.0124
458	458	"<table><tr><td>Meso-level field:</td><td>458</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>journal of ethnic and migration studies; ethnic and racial studies; international migration; international migration review; population space and place</td></tr><tr><td>Terms:</td><td>remittance; transnational migration; skin color; roma; immigration policy</td></tr></table>"	-0.2574	0.8694	1	633	143068	18554	2011.2547
459	459	"<table><tr><td>Meso-level field:</td><td>459</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>free radical biology and medicine; journal of biological chemistry; antioxidants & redox signaling; biochemical and biophysical research communications; plos one</td></tr><tr><td>Terms:</td><td>cys peroxiredoxin; sulfoxide reductase; glutaredoxin; nox1; ergothioneine</td></tr></table>"	-0.5538	-0.1813	2	732	740878	18546	2009.9313
460	460	"<table><tr><td>Meso-level field:</td><td>460</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>neuromuscular disorders; muscle & nerve; plos one; journal of applied physiology; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>mdx mouse; duchenne muscular dystrophy; duchenne; dystrophin; myostatin</td></tr></table>"	-0.7141	-0.0956	2	713	425540	18430	2010.0198
461	461	"<table><tr><td>Meso-level field:</td><td>461</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>journal of religion & health; journal for the scientific study of religion; review of religious research; social compass; sociology of religion</td></tr><tr><td>Terms:</td><td>spiritual care; secularization; religious education; conspiracy theory; paranormal belief</td></tr></table>"	-0.4375	0.7474	1	680	142750	18281	2010.5431
462	462	"<table><tr><td>Meso-level field:</td><td>462</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>industrial & engineering chemistry research; computers & chemical engineering; international journal of greenhouse gas control; chemical engineering science; aiche journal</td></tr><tr><td>Terms:</td><td>co2 capture; aqueous solution; co2 absorption; co2; carbon dioxide</td></tr></table>"	0.783	-0.0575	3	671	170062	18193	2010.7973
463	463	"<table><tr><td>Meso-level field:</td><td>463</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>molecular therapy; journal of virology; gene therapy; human gene therapy; cancer gene therapy</td></tr><tr><td>Terms:</td><td>oncolytic virotherapy; adenoviruse; oncolytic herpes simplex virus; epidemic keratoconjunctivitis; </td></tr></table>"	-0.6402	-0.3342	2	719	417414	18095	2008.4546
464	464	"<table><tr><td>Meso-level field:</td><td>464</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of statistical planning and inference; reliability engineering & system safety; structural and multidisciplinary optimization; computer methods in applied mechanics and engineering; structural safety</td></tr><tr><td>Terms:</td><td>structural reliability analysis; computer experiment; polynomial chaos; supersaturated design; robust parameter design</td></tr></table>"	0.9636	0.2023	5	717	135492	18017	2010.938
465	465	"<table><tr><td>Meso-level field:</td><td>465</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of alloys and compounds; materials science and engineering a-structural materials properties microstructure and processing; journal of applied physics; journal of magnetism and magnetic materials; applied physics letters</td></tr><tr><td>Terms:</td><td>magnetocaloric effect; ni mn ga; ferromagnetic shape memory alloy; heusler alloy; magnetic entropy change</td></tr></table>"	1.1409	-0.2339	3	622	104103	17965	2010.1359
466	466	"<table><tr><td>Meso-level field:</td><td>466</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>breast cancer research and treatment; genetics in medicine; journal of genetic counseling; familial cancer; european journal of human genetics</td></tr><tr><td>Terms:</td><td>brca1; biobank; contralateral prophylactic mastectomy; hereditary breast; familial breast cancer</td></tr></table>"	-0.8375	-0.1565	2	716	316661	17953	2010.374
467	467	"<table><tr><td>Meso-level field:</td><td>467</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>hernia; surgical endoscopy and other interventional techniques; american surgeon; american journal of surgery; world journal of surgery</td></tr><tr><td>Terms:</td><td>abdominal compartment syndrome; ventral hernia repair; open abdomen; intra abdominal hypertension; laparoscopic inguinal hernia repair</td></tr></table>"	-0.9692	-0.0191	2	672	126968	17932	2010.1229
468	468	"<table><tr><td>Meso-level field:</td><td>468</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>nuclear instruments & methods in physics research section a-accelerators spectrometers detectors and associated equipment; optics express; journal of synchrotron radiation; physica b-condensed matter; review of scientific instruments</td></tr><tr><td>Terms:</td><td>x ray phase contrast; ultracold neutron; x ray free electron laser; coherent diffractive imaging; neutron radiography</td></tr></table>"	1.2183	-0.1231	3	715	166463	17759	2009.6527
469	469	"<table><tr><td>Meso-level field:</td><td>469</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of applied polymer science; macromolecules; polymer; polymer degradation and stability; biomacromolecules</td></tr><tr><td>Terms:</td><td>polyhydroxyalkanoate; ralstonia eutropha; pha; rac lactide; cyclic ester</td></tr></table>"	0.5935	-0.3705	3	707	309003	17732	2010.8041
470	470	"<table><tr><td>Meso-level field:</td><td>470</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>ieee transactions on magnetics; journal of magnetism and magnetic materials; journal of applied physics; compel-the international journal for computation and mathematics in electrical and electronic engineering; international journal of applied electromagnetics and mechanics</td></tr><tr><td>Terms:</td><td>magnetostriction; electrical steel; silicon steel; eddy current testing; magnetic property</td></tr></table>"	1.1201	0.0355	3	623	66590	17691	2009.6888
471	471	"<table><tr><td>Meso-level field:</td><td>471</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>langmuir; colloids and surfaces b-biointerfaces; acs applied materials & interfaces; biomacromolecules; biomaterials</td></tr><tr><td>Terms:</td><td>random sequential adsorption; polyelectrolyte multilayer film; diazoresin; protein resistance; layer film</td></tr></table>"	0.6055	-0.325	3	741	521354	17671	2010.8714
472	472	"<table><tr><td>Meso-level field:</td><td>472</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>propellants explosives pyrotechnics; combustion explosion and shock waves; journal of thermal analysis and calorimetry; journal of propulsion and power; combustion and flame</td></tr><tr><td>Terms:</td><td>ignition; energetic material; ammonium perchlorate; combustion synthesis; detonation</td></tr></table>"	0.8591	-0.3566	3	683	137084	17661	2010.6673
473	473	"<table><tr><td>Meso-level field:</td><td>473</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>carbohydrate polymers; international journal of biological macromolecules; international journal of medicinal mushrooms; food chemistry; journal of agricultural and food chemistry</td></tr><tr><td>Terms:</td><td>cordycepin; fucoidan; antrodia camphorata; lycium barbarum polysaccharide; sulfated polysaccharide</td></tr></table>"	-0.2303	-0.2524	2	751	309787	17658	2011.8591
474	474	"<table><tr><td>Meso-level field:</td><td>474</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>human molecular genetics; plos one; journal of biological chemistry; movement disorders; neurobiology of disease</td></tr><tr><td>Terms:</td><td>fragile x syndrome; friedreich; myotonic dystrophy type; spinocerebellar; fragile x mental retardation protein</td></tr></table>"	-0.5982	-0.0621	2	720	417375	17589	2010.0683
